tweet_id,rt_count,f_count
869227993411051520,3360,18833
869596645499047938,2776,14711
869702957897576449,5616,25964
869772420881756160,9072,39283
870063196459192321,7411,33612
870308999962521604,3694,20179
870374049280663552,23756,76621
870656317836468226,2318,11310
870804317367881728,5500,30933
871032628920680449,3386,20922
871515927908634625,3083,18541
871762521631449091,3089,18564
871879754684805121,9698,34434
872122724285648897,7189,31432
872486979161796608,8067,37383
872620804844003328,3223,19042
872820683541237760,3300,13536
872967104147763200,4783,24977
873213775632977920,1401,6565
873580283840344065,3485,22204
874012996292530176,9024,31282
874057562936811520,3517,20839
874296783580663808,3649,23868
874680097055178752,4096,25484
875021211251597312,4164,23368
875144289856114688,4323,20059
875747767867523072,3758,22973
876120275196170240,4097,25614
876484053909872640,2087,17186
876838120628539392,2934,18919
877201837425926144,4892,24754
877316821321428993,4584,25070
877556246731214848,3339,20721
877736472329191424,16647,72184
878057613040115712,5994,38450
878281511006478336,1122,7042
878776093423087618,3611,17709
879008229531029506,2353,17361
879050749262655488,4135,20579
879376492567855104,2745,15395
879415818425184262,39192,96338
879492040517615616,2780,21431
879862464715927552,3052,20400
880095782870896641,3815,25180
880221127280381952,3643,24553
880465832366813184,5456,25929
880872448815771648,3354,19420
880935762899988482,2448,15597
881268444196462592,4659,21238
881536004380872706,14046,45083
881666595344535552,9358,46182
881906580714921986,2983,22199
882045870035918850,4261,26698
882268110199369728,10151,40790
882627270321602560,5310,25552
882762694511734784,4283,25727
882992080364220416,3396,21763
883117836046086144,5815,33774
883360690899218434,3224,20665
883482846933004288,8658,41732
883838122936631299,2993,19912
884162670584377345,2623,18595
884441805382717440,4993,24725
884562892145688576,4118,22139
884876753390489601,4900,25344
884925521741709313,15826,70041
885167619883638784,3837,19944
885528943205470208,5597,32755
885984800019947520,5884,29680
886258384151887873,5539,25497
886366144734445568,2774,19238
886680336477933568,3925,20493
886736880519319552,2783,10885
886983233522544640,6690,31667
887101392804085760,5227,27954
887343217045368832,9238,30661
887473957103951883,15748,62510
887517139158093824,10306,42238
887705289381826560,4728,27597
888078434458587136,3042,19866
888554962724278272,3025,17962
888804989199671297,3713,23293
888917238123831296,3929,26544
889278841981685760,4658,22923
889531135344209921,1977,13841
889638837579907072,3918,24562
889665388333682689,8769,43703
889880896479866881,4365,25446
890006608113172480,6432,28003
890240255349198849,6410,28995
890609185150312448,3784,25427
890729181411237888,16536,59097
890971913173991426,1766,10745
891087950875897856,2731,18482
891327558926688256,8147,36643
891689557279858688,7563,38371
891815181378084864,3635,22847
892177421306343426,5501,30384
892420643555336193,7386,35096
